Sch_num,School,p_type,Department,Region,address,Disc_Cluster,requirement,Exam_Item,Talent,Quota,exam_date,Contact,link,note
SCH11400182,國立臺灣海洋大學,國立,商船學系,北區,基隆市中正區北寧路2號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】特殊選才"
SCH11400183,國立臺灣海洋大學,國立,通訊與導航工程學系,北區,基隆市中正區北寧路2號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400184,國立臺灣海洋大學,國立,通訊與導航工程學系,北區,基隆市中正區北寧路2號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400185,國立臺灣海洋大學,國立,資訊工程學系,北區,基隆市中正區北寧路2號,資訊學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",邏輯推理、程式設計、數學能力、英文能力,2,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】資安外加"
SCH11400186,國立臺灣海洋大學,國立,資訊工程學系,北區,基隆市中正區北寧路2號,資訊學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",邏輯推理、程式設計、數學能力、英文能力,3,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】資安外加"
SCH11400187,國立臺灣海洋大學,國立,資訊工程學系,北區,基隆市中正區北寧路2號,資訊學群,特殊才能 不同教育資歷： 1.境外臺生. 2.新住民及其子女. 3.經濟弱勢學生. 4.實驗教育學生. 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者.,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",邏輯推理、程式設計、數學能力、英文能力,3,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】資安外加"
SCH11400188,國立臺灣海洋大學,國立,運輸科學系,北區,基隆市中正區北寧路2號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400189,國立臺灣海洋大學,國立,運輸科學系,北區,基隆市中正區北寧路2號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400190,國立臺灣海洋大學,國立,電機工程學系,北區,基隆市中正區北寧路2號,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",物理能力、數學能力、邏輯推理、英文能力,4,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400191,國立臺灣海洋大學,國立,電機工程學系,北區,基隆市中正區北寧路2號,工程學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",物理能力、數學能力、邏輯推理、英文能力,1,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400192,國立臺灣海洋大學,國立,輪機工程學系,北區,基隆市中正區北寧路2號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】特殊選才"
SCH11400193,國立臺灣海洋大學,國立,輪機工程學系,北區,基隆市中正區北寧路2號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,4,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】特殊選才"
SCH11400194,國立臺灣海洋大學,國立,機械與機電工程學系,北區,基隆市中正區北寧路2號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,4,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400195,國立臺灣海洋大學,國立,機械與機電工程學系,北區,基隆市中正區北寧路2號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400196,國立臺灣海洋大學,國立,環境生物與漁業科學學系,北區,基隆市中正區北寧路2號,生命科學學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",生物能力、化學能力、實驗能力、英文能力,2,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.每系不同教育資歷學生優先錄取至多1名，歡迎「符合學系相關特殊才能」且具「不同教育資歷學生」報名。(優先錄取規定，請參閱簡章)。<br />4.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400197,國立臺灣海洋大學,國立,環境生物與漁業科學學系,北區,基隆市中正區北寧路2號,生命科學學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(三)：特殊境遇家庭子女或孫子女","1.初試：書面審查(依書面審查成績，擇優參與面試)
2.複試：面試",生物能力、化學能力、實驗能力、英文能力,1,2024/12/06,王婷小姐 / 02-24622192#1028,https://www.ntou.edu.tw/,"【備註】1.本校正在尋找海洋傳奇人才，歡迎優秀且「符合學系相關特殊才能」考生報名。<br />2.報名費部分，低收入戶免費、中低收入戶減免十分之六，歡迎報名。<br />3.面試補助：提供初試通過至本校面試，且符合離島、弱勢、境外臺生者，得申請面試交通費及住宿費補助。

【計畫類別】願景計畫"
SCH11400198,國立高雄師範大學,國立,工業科技教育學系能源與冷凍空調組,南區,高雄市苓雅區和平一路116號,教育學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分40％)：(1)自傳。  (2)讀書計畫(含申請動機)。  (3)職涯規劃。  (4)高中職在校成績證明。  (5)其他有助於審查之資料(有明確之特殊經歷、證照、專業訓練等證明)。
二、第二階段採面試(占總分60%)。依書面審查成績取招生名額10倍進行第二階段面試。",溝通能力、表達能力、同理心、領導能力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400199,國立高雄師範大學,國立,工業設計學系,南區,高雄市苓雅區和平一路116號,建築與設計學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分40％)，繳交項目:(1)自傳  (2)讀書計畫  (3)成績單  (4)參賽、參展或檢定證明  (5)有助於審查之資料，例如：作品集、著作、獎項、經歷事蹟等。
二、第二階段採面試(占總分60%)。依書審成績取招生名額10倍參加複審。",空間概念、繪圖能力、創意能力、美學素養,5,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400200,國立高雄師範大學,國立,化學系,南區,高雄市苓雅區和平一路116號,數理化學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)，審查項目：高中歷年成績單正本、自傳、讀書計畫，另檢附參賽得獎證明影本或結訓證書影本等資料；及其他足以證明對化學具有熱忱之相關成果資料。
二、第二階段採面試(占總分50%)。書面審查總分擇優參加複試。",化學能力、數學能力、實驗能力、英文能力,3,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400201,國立高雄師範大學,國立,生物科技系,南區,高雄市苓雅區和平一路116號,生命科學學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)：(1)高中(職)在校成績證明正本  (2)自傳：學生自我介紹、申請動機及讀書計畫  (3)競賽成果證明、語文能力證明文件  (4)其他有利於審查資料。
二、第二階段採面試(占總分50%)。書面審查總分擇優參加複試。",生物能力、化學能力、實驗能力、英文能力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400202,國立高雄師範大學,國立,地理學系,南區,高雄市苓雅區和平一路116號,地球與環境學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分40％)：(1)學歷證明 (2)高中(職)在校成績證明 (3)自傳 (4)讀書計畫(含申請動機、學習計畫等) (5)作品集或其他有利審查資料 (6)推薦函2封。
二、第二階段採面試(占總分60%)。書面審查總分擇優參加面試",地理能力、化學能力、觀察力、英文能力,1,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400203,國立高雄師範大學,國立,物理學系,南區,高雄市苓雅區和平一路116號,數理化學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)：(1)高中(職)在校成績證明正本  (2)自傳(學生自述)及讀書計畫(含申請動機)  (3)競賽成果證明、語文能力證明文件  (4)其他有利於審查資料。
二、第二階段採面試(占總分50%)。",物理能力、數學能力、邏輯推理、英文能力,1,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400204,國立高雄師範大學,國立,美術學系,南區,高雄市苓雅區和平一路116號,藝術學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)：(1)自傳(學生自述)  (2)成果作品(作品集，15件圖檔為原則)  (3)競賽成果(或特殊表現)  (4)其他有利審查之相關資料。
二、第二階段採面試(占總分50%)。書面審查總分擇優參加複試。",繪畫能力、創意能力、美學素養、觀察力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400205,國立高雄師範大學,國立,國文學系,南區,高雄市苓雅區和平一路116號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)：(1)自傳  (2)讀書計畫  (3)高中在校成績證明  (4)符合報考資格相關證明文件：請檢附得獎獎項獎狀影本及作品  (5)其他有助於審查資料。
二、第二階段採面試(占總分50%)。",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400206,國立高雄師範大學,國立,軟體工程與管理學系,南區,高雄市苓雅區和平一路116號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)：(1)高中(職)在校成績證明  (2)自傳(含學生資訊科技學習歷程自述)  (3)其他有助於審查之資料(如有明確之特殊經歷、證照、專業訓練等證明、讀書計畫、申請動機及職涯規劃等)。
二、第二階段面試(占總分50%)。書面審查總分擇優參加複試。",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】資安外加
SCH11400207,國立高雄師範大學,國立,軟體工程與管理學系,南區,高雄市苓雅區和平一路116號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女. 2.經濟弱勢學生. 3.實驗教育學生. 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者.,"一、第一階段書面審查(占總分50%)：(1)高中(職)在校成績證明  (2)自傳(含學生資訊科技學習歷程自述)  (3)其他有助於審查之資料(如有明確之特殊經歷、證照、專業訓練等證明、讀書計畫、申請動機及職涯規劃等)。
二、第二階段面試(占總分50%)。書面審查總分擇優參加複試。",基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】資安外加
SCH11400208,國立高雄師範大學,國立,視覺設計學系,南區,高雄市苓雅區和平一路116號,藝術學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50％)：(1)作品集(以A4尺寸為宜並裝訂成冊、作品以15件為原則)  (2)自傳(含就讀動機、未來學習計畫與生涯規劃)  (3)競賽成果(或特殊表現)  (4)其他有利審查資料。
二、第二階段採面試(占總分50%)。書面審查總分擇優參加複試。",創意能力、美學素養、表達能力、觀察力,2,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400209,國立高雄師範大學,國立,數學系數學組,南區,高雄市苓雅區和平一路116號,數理化學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)，審查項目：(1)高中(職)在校成績證明。 (2)自傳(含數學學習歷程自述)。 (3)數理領域相關人士之推薦函2封以上。  (4)其他有利證明資料(特殊經歷、證照、讀書計畫等)
二、第二階段面試(占總分50%)。書面審查總分擇優參加面試。",數學能力、邏輯推理、抽象思考、英文能力,1,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400210,國立高雄師範大學,國立,數學系應用數學組,南區,高雄市苓雅區和平一路116號,數理化學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"一、第一階段書面審查(占總分50%)，審查項目：(1)高中(職)在校成績證明。 (2)自傳(含數學學習歷程自述)。 (3)數理領域相關人士之推薦函2封以上。  (4)其他有利證明資料(特殊經歷、證照、讀書計畫等)
二、第二階段面試(占總分50%)。書面審查總分擇優參加面試。",數學能力、邏輯推理、抽象思考、英文能力,1,2024/12/06,林治宏 / 07-7172930#1113,https://www.nknu.edu.tw/,【計畫類別】特殊選才
SCH11400211,國立彰化師範大學,國立,資訊工程學系,中區,彰化縣彰化市進德路1號,資訊學群,特殊才能,"資料審查(初試)
※依資料審查成績擇優至多招生名額的5倍人數參加面試(複試)。
面試(複試)",邏輯推理、程式設計、數學能力、英文能力,2,2024/12/02,"資訊工程學系詹小姐 / 04-7232105#8402

聯絡人：教務處招生組陳小姐",https://www.ncue.edu.tw/,"【備註】報名日期、考試日期、放榜日期暫定，各項時程皆以招生簡章實際公告為準。

【計畫類別】特殊選才"
SCH11400212,國立彰化師範大學,國立,資訊工程學系,中區,彰化縣彰化市進德路1號,資訊學群,特殊才能,"資料審查(初試)
※依資料審查成績擇優至多招生名額的5倍人數參加面試(複試)。
面試(複試)",邏輯推理、程式設計、數學能力、英文能力,2,2024/12/02,"資訊工程學系詹小姐 / 04-7232105#8402

聯絡人：教務處招生組陳小姐",https://www.ncue.edu.tw/,"【備註】報名日期、考試日期、放榜日期暫定，各項時程皆以招生簡章實際公告為準。

【計畫類別】特殊選才"
SCH11400213,國立中山大學,國立,人文暨科技跨領域學士學位學程,南區,高雄市鼓山區蓮海路70號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",基礎學科能力、溝通能力、表達能力、學習能力,5,2024/11/22,"人文暨科技跨領域學士學位學程張小姐 / (07)525-2000#5740

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400214,國立中山大學,國立,中國文學系,南區,高雄市鼓山區蓮海路70號,文史哲學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",閱讀能力、寫作能力、分析能力、文化素養,2,2024/11/22,"中國文學系丁小姐 / (07)525-2000#3051

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400215,國立中山大學,國立,化學系,南區,高雄市鼓山區蓮海路70號,數理化學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",化學能力、數學能力、實驗能力、英文能力,2,2024/11/22,"化學系陳小姐 / (07)525-2000#3902

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400216,國立中山大學,國立,外國語文學系,南區,高雄市鼓山區蓮海路70號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",基礎學科能力、溝通能力、表達能力、學習能力,4,2024/11/22,"外國語文學系孫小姐 / (07)525-2000#3133

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400217,國立中山大學,國立,生物科學系,南區,高雄市鼓山區蓮海路70號,生命科學學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",生物能力、化學能力、實驗能力、英文能力,5,2024/11/22,"生物科學系李小姐 / (07)525-2000#3601

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400218,國立中山大學,國立,光電工程學系,南區,高雄市鼓山區蓮海路70號,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",物理能力、數學能力、邏輯推理、英文能力,1,2024/11/22,"光電工程學系王小姐 / (07)525-2000#4452

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
SCH11400219,國立中山大學,國立,物理學系,南區,高雄市鼓山區蓮海路70號,數理化學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.初試：資料審查(學系篩選條件、審查資料與考試規範請詳閱114學年度特殊選才簡章)
2.複試：面試(依審查成績擇優公告面試名單)",物理能力、數學能力、邏輯推理、英文能力,3,2024/11/22,"物理學系邱小姐 / (07)525-2000#3701

聯絡人：招生試務組王小姐",https://www.nsysu.edu.tw/,【計畫類別】特殊選才
